,Accept,Accept-Encoding,Accept-Language,Cache-Control,Connection,Content-Length,Content-Type,Cookie,DNT,Host,If-Modified-Since,If-None-Match,Origin,Pragma,Range,Referer,Upgrade-Insecure-Requests,X-Requested-With,X-XSRFToken,httpMethod,httpPath,httpProto,len,respCode,respMsg,time,uAgentBrowser,uAgentOS,label
2142,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,,,GET,/static/edit/js/main.min.js?v=d89587f52a269971fb4892bc34f54d0a,HTTP/1.1,727,,,1487668501.274274,Firefox,Linux,norm
3002,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,,,GET,/custom/custom.js?v=20170120210255,HTTP/1.1,749,,,1487668501.586351,Firefox,Linux,norm
3005,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/config/edit?_=1487668501480,HTTP/1.1,843,,,1487668501.668673,Firefox,Linux,norm
3006,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/config/common?_=1487668501481,HTTP/1.1,845,,,1487668501.67552,Firefox,Linux,norm
3012,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/contents/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv?type=file&format=text&_=1487668501482,HTTP/1.1,924,,,1487668501.788579,Firefox,Linux,norm
4055,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,,1.0,ieeexplore.ieee.org,,,,,,,1.0,,,GET,/document/7371715/?reload=true,HTTP/1.1,422,,,1487668515.330677,Firefox,Linux,norm
4083,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/vendor/jwplayer/jwplayer.js,HTTP/1.1,657,,,1487668516.597181,Firefox,Linux,norm
4139,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f5,,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/css/simplePassMeter.min.css?cv=20161213_000000,HTTP/1.1,796,,,1487668516.721494,Firefox,Linux,norm
4141,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db1,,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/vendor/swiper/dist/idangerous.swiper.css,HTTP/1.1,796,,,1487668516.721545,Firefox,Linux,norm
4166,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/MathJax.js?config=default,HTTP/1.1,675,,,1487668516.80936,Firefox,Linux,norm
4197,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/css/ie7Sniffer.css,HTTP/1.1,663,,,1487668516.867041,Firefox,Linux,norm
4202,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/vendor/modernizr/modernizr.js?cv=20161213_000000,HTTP/1.1,678,,,1487668516.8711288,Firefox,Linux,norm
4207,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/js/vendor.js?cv=20161213_000000,HTTP/1.1,666,,,1487668516.8718462,Firefox,Linux,norm
4490,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/css/styles.css?cv=20161213_000000,HTTP/1.1,678,,,1487668517.019221,Firefox,Linux,norm
4491,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/css/jquery-ui-1.8.19.custom.css?cv=20161213_000000,HTTP/1.1,695,,,1487668517.019261,Firefox,Linux,norm
4598,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/js/history.js?cv=20161213_000000,HTTP/1.1,667,,,1487668517.199351,Firefox,Linux,norm
4599,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/lib/conditional/minicart.js?cv=20161213_000000,HTTP/1.1,933,,,1487668517.199398,Firefox,Linux,norm
4600,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/js/core.js?cv=20161213_000000,HTTP/1.1,664,,,1487668517.199435,Firefox,Linux,norm
4601,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/xpl.js?cv=20161213_000000,HTTP/1.1,663,,,1487668517.1994698,Firefox,Linux,norm
4611,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/xpl.product.js?cv=20161213_000000,HTTP/1.1,671,,,1487668517.204145,Firefox,Linux,norm
4664,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/xpl.search.js?cv=20161213_000000,HTTP/1.1,670,,,1487668517.210521,Firefox,Linux,norm
4665,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/xpl.document.js?cv=20161213_000000,HTTP/1.1,672,,,1487668517.210584,Firefox,Linux,norm
4666,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/templates.xpl.js?cv=20161213_000000,HTTP/1.1,673,,,1487668517.210622,Firefox,Linux,norm
4667,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/templates.xpl.product.js?cv=20161213_000000,HTTP/1.1,681,,,1487668517.2106571,Firefox,Linux,norm
4771,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/analytics/customTracking.js?cv=20161213_000000,HTTP/1.1,933,,,1487668517.2430446,Firefox,Linux,norm
4772,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/analytics/pagetagPlugin.js?cv=20161213_000000,HTTP/1.1,932,,,1487668517.2430868,Firefox,Linux,norm
4773,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/templates.xpl.search.js?cv=20161213_000000,HTTP/1.1,680,,,1487668517.243134,Firefox,Linux,norm
4774,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/ng/templates.xpl.document.js?cv=20161213_000000,HTTP/1.1,682,,,1487668517.24316,Firefox,Linux,norm
4775,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/dist/js/master.js?cv=20161213_000000,HTTP/1.1,666,,,1487668517.243184,Firefox,Linux,norm
4799,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/analytics/scoutAnalytics.js?cv=20161213_000000,HTTP/1.1,679,,,1487668517.358449,Firefox,Linux,norm
4800,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/analytics/tealiumTagsData.js?cv=20161213_000000,HTTP/1.1,680,,,1487668517.358506,Firefox,Linux,norm
4801,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/analytics/tealiumAnalytics.js?cv=20161213_000000,HTTP/1.1,681,,,1487668517.358552,Firefox,Linux,norm
4802,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://staticieeexplore.ieee.org/assets/css/styles.css?cv=20161213_000000,,,,GET,/assets/img/bg.body.gif,HTTP/1.1,662,,,1487668517.358595,Firefox,Linux,norm
4819,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/js/analytics/pagetagEvent.js?cv=20161213_000000,HTTP/1.1,931,,,1487668517.4555118,Firefox,Linux,norm
4836,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/config/default.js?rev=2.6.1,HTTP/1.1,677,,,1487668517.572096,Firefox,Linux,norm
4837,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://staticieeexplore.ieee.org/assets/css/styles.css?cv=20161213_000000,,,,GET,/assets/img/sprite.png?v=1481308377170,HTTP/1.1,677,,,1487668517.57215,Firefox,Linux,norm
4838,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac,1.0,staticieeexplore.ieee.org,,,,,,http://staticieeexplore.ieee.org/assets/css/styles.css?cv=20161213_000000,,,,GET,/assets/img/preload.gif,HTTP/1.1,662,,,1487668517.572598,Firefox,Linux,norm
5035,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/jax/input/TeX/config.js?rev=2.6.1,HTTP/1.1,701,,,1487668518.1477132,Firefox,Linux,norm
5036,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/jax/output/HTML-CSS/config.js?rev=2.6.1,HTTP/1.1,707,,,1487668518.1526,Firefox,Linux,norm
5045,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/tex2jax.js?rev=2.6.1,HTTP/1.1,699,,,1487668518.183204,Firefox,Linux,norm
